mileage,name,name2,engine_disp,cylinders,gears,year
17.6,Rolls-Royce Motor Cars Limited,Phantom EWB,6.7,12,8,2013
32.7,Acura,TSX WAGON,2.4,4,5,2013
30.8,Audi,A3,2,4,6,2013
30.4,Audi,A3,2,4,6,2013
30.9,Audi,A3 quattro,2,4,6,2013
29.5,Audi,allroad quattro,2,4,8,2013
29.5,Audi,allroad quattro,2,4,8,2013
27.1,Cadillac,CTS WAGON,3,6,6,2013
27.3,Cadillac,CTS WAGON,3.6,6,6,2013
17.7,Cadillac,CTS WAGON,6.2,8,6,2013
20.7,Cadillac,CTS WAGON,6.2,8,6,2013
26.9,Cadillac,CTS WAGON AWD,3,6,6,2013
27.4,Cadillac,CTS WAGON AWD,3.6,6,6,2013
42.8,Honda,FIT,1.5,4,5,2013
40.5,Honda,FIT,1.5,4,5,2013
40.8,Honda,FIT,1.5,4,5,2013
26.6,INFINITI,EX37,3.7,6,7,2013
26,INFINITI,EX37 AWD,3.7,6,7,2013
40.9,KIA MOTORS CORPORATION,SOUL,1.6,4,6,2013
41.2,KIA MOTORS CORPORATION,SOUL,1.6,4,6,2013
39,KIA MOTORS CORPORATION,SOUL,2,4,6,2013
39.1,KIA MOTORS CORPORATION,SOUL,2,4,6,2013
43.5,KIA MOTORS CORPORATION,SOUL ECO,1.6,4,6,2013
40.6,KIA MOTORS CORPORATION,SOUL ECO,2,4,6,2013
36.7,Mitsubishi Motors Corporation,LANCER SPORTBACK,2,4,6,2013
32.9,Mitsubishi Motors Corporation,LANCER SPORTBACK,2.4,4,6,2013
38.6,NISSAN,CUBE,1.8,4,1,2013
36.4,NISSAN,CUBE,1.8,4,6,2013
39.1,NISSAN,JUKE,1.6,4,6,2013
36.9,NISSAN,JUKE,1.6,4,6,2013
36.3,NISSAN,JUKE AWD,1.6,4,6,2013
31.9,SCION,xB,2.4,4,4,2013
32,SCION,xB,2.4,4,5,2013
40.4,Subaru,IMPREZA WAGON AWD,2,4,1,2013
37,Subaru,IMPREZA WAGON AWD,2,4,5,2013
27.4,Subaru,IMPREZA WAGON AWD,2.5,4,5,2013
24.6,Subaru,IMPREZA WAGON AWD,2.5,4,6,2013
37.3,TOYOTA,COROLLA MATRIX,1.8,4,4,2013
39.4,TOYOTA,COROLLA MATRIX,1.8,4,5,2013
29.7,TOYOTA,COROLLA MATRIX,2.4,4,4,2013
32.1,TOYOTA,COROLLA MATRIX,2.4,4,5,2013
31.9,TOYOTA,COROLLA MATRIX,2.4,4,5,2013
33.1,Volkswagen,JETTA SPORTWAGEN,2.5,5,6,2013
32.2,Volkswagen,JETTA SPORTWAGEN,2.5,5,5,2013
28.4,Mercedes-Benz,E 350 4Matic (Wagon),3.5,6,7,2013
23.2,Mercedes-Benz,E 63 AMG (station wagon),5.5,8,7,2013
59.4,TOYOTA,PRIUS v,1.8,4,1,2013
,NISSAN,FRONTIER 2WD,2.5,4,5,2013
,NISSAN,FRONTIER 2WD,2.5,4,5,2013
,NISSAN,FRONTIER 2WD,4,6,5,2013
,NISSAN,FRONTIER 2WD,4,6,6,2013
,TOYOTA,TACOMA 2WD,2.7,4,4,2013
,TOYOTA,TACOMA 2WD,2.7,4,5,2013
,TOYOTA,TACOMA 2WD,4,6,5,2013
,TOYOTA,TACOMA 2WD,4,6,6,2013
,NISSAN,FRONTIER 4WD,4,6,5,2013
,NISSAN,FRONTIER 4WD,4,6,6,2013
,TOYOTA,TACOMA 4WD,2.7,4,4,2013
,TOYOTA,TACOMA 4WD,2.7,4,5,2013
,TOYOTA,TACOMA 4WD,4,6,5,2013
,TOYOTA,TACOMA 4WD,4,6,6,2013
,Chevrolet,C15 SILVERADO 2WD,4.3,6,4,2013
,Chevrolet,C15 SILVERADO 2WD,4.8,8,4,2013
,Chevrolet,C15 SILVERADO 2WD,5.3,8,6,2013
,Chevrolet,C15 SILVERADO 2WD,6.2,8,6,2013
,Chevrolet,C15 SILVERADO 2WD HYBRID,6,8,1,2013
,Chevrolet,C15 SILVERADO 2WD XFE,5.3,8,6,2013
,Ford,F150 PICKUP 2WD,3.5,6,6,2013
,Ford,F150 PICKUP 2WD,3.5,6,6,2013
,Ford,F150 PICKUP 2WD,6.2,8,6,2013
,Ford,F150 PICKUP 2WD FFV,3.7,6,6,2013
,Ford,F150 PICKUP 2WD FFV,3.7,6,6,2013
,Ford,F150 PICKUP 2WD FFV,5,8,6,2013
,Ford,F150 PICKUP 2WD FFV,5,8,6,2013
,GMC,C15 SIERRA 2WD,4.3,6,4,2013
,GMC,C15 SIERRA 2WD,4.8,8,4,2013
,GMC,C15 SIERRA 2WD,5.3,8,6,2013
,GMC,C15 SIERRA 2WD,6.2,8,6,2013
,GMC,C15 SIERRA 2WD HYBRID,6,8,1,2013
,GMC,C15 SIERRA 2WD XFE,5.3,8,6,2013
,NISSAN,TITAN 2WD,5.6,8,5,2013
,NISSAN,TITAN 2WD,5.6,8,5,2013
,RAM,1500 2WD,3.6,6,8,2013
,RAM,1500 2WD,3.6,6,8,2013
,RAM,1500 2WD,4.7,8,6,2013
,RAM,1500 2WD,5.7,8,6,2013
,RAM,1500 2WD,5.7,8,8,2013
,RAM,1500 HFE 2WD,3.6,6,8,2013
,TOYOTA,TUNDRA 2WD,4,6,5,2013
,TOYOTA,TUNDRA 2WD,4.6,8,6,2013
,TOYOTA,TUNDRA 2WD,5.7,8,6,2013
,Chevrolet,K15 SILVERADO 4WD,4.3,6,4,2013
,Chevrolet,K15 SILVERADO 4WD,4.8,8,4,2013
,Chevrolet,K15 SILVERADO 4WD,5.3,8,6,2013
,Chevrolet,K15 SILVERADO 4WD,6.2,8,6,2013
,Chevrolet,K15 SILVERADO 4WD HYBRID,6,8,1,2013
,Ford,F150 PICKUP 4WD,3.5,6,6,2013
,Ford,F150 PICKUP 4WD,3.5,6,6,2013
,Ford,F150 PICKUP 4WD,6.2,8,6,2013
,Ford,F150 PICKUP 4WD FFV,3.7,6,6,2013
,Ford,F150 PICKUP 4WD FFV,3.7,6,6,2013
,Ford,F150 PICKUP 4WD FFV,5,8,6,2013
,Ford,F150 PICKUP 4WD FFV,5,8,6,2013
,Ford,F150 Raptor Pickup 4WD,6.2,8,6,2013
,GMC,K15 SIERRA 4WD,4.3,6,4,2013
,GMC,K15 SIERRA 4WD,4.8,8,4,2013
,GMC,K15 SIERRA 4WD,5.3,8,6,2013
,GMC,K15 SIERRA 4WD,6.2,8,6,2013
,GMC,K15 SIERRA 4WD HYBRID,6,8,1,2013
,GMC,K15 SIERRA AWD,6.2,8,6,2013
22.7,Honda,RIDGELINE 4WD,3.5,6,5,2013
,NISSAN,TITAN 4WD,5.6,8,5,2013
,NISSAN,TITAN 4WD,5.6,8,5,2013
,RAM,1500 4WD,3.6,6,8,2013
,RAM,1500 4WD,4.7,8,6,2013
,RAM,1500 4WD,5.7,8,6,2013
,RAM,1500 4WD,5.7,8,8,2013
,TOYOTA,TUNDRA 4WD,4.6,8,6,2013
,TOYOTA,TUNDRA 4WD,5.7,8,6,2013
,TOYOTA,TUNDRA 4WD FFV,5.7,8,6,2013
,Chevrolet,G1500 EXPRESS 2WD CARGO,4.3,6,4,2013
,Chevrolet,G1500 EXPRESS 2WD CARGO,5.3,8,4,2013
,Chevrolet,G1500 EXPRESS CONV 2WD CARGO,5.3,8,4,2013
,Chevrolet,G2500EXPRESS CONV 2WD CARGOMDPV,6,8,6,2013
,Chevrolet,H1500 EXPRESS AWD CARGO,5.3,8,4,2013
,Chevrolet,H1500 EXPRESS CONV AWD CARGO,5.3,8,4,2013
,Ford,E150 VAN FFV,4.6,8,4,2013
,Ford,E150 VAN FFV,5.4,8,4,2013
,Ford,E250 VAN FFV,4.6,8,4,2013
,Ford,E250 VAN FFV,5.4,8,4,2013
,Ford,E350 VAN,6.8,10,5,2013
,Ford,E350 VAN FFV,5.4,8,4,2013
,GMC,G1500 SAVANA 2WD CARGO,4.3,6,4,2013
,GMC,G1500 SAVANA 2WD CARGO,5.3,8,4,2013
,GMC,G1500 SAVANA CONV 2WD CARGO,5.3,8,4,2013
,GMC,G2500 SAVANA CONV 2WD CARGO MDPV,6,8,6,2013
,GMC,H1500 SAVANA AWD CARGO,5.3,8,4,2013
,GMC,H1500 SAVANA CONV AWD CARGO,5.3,8,4,2013
33.8,NISSAN,NV200 Cargo Van,2,4,1,2013
,Chevrolet,G1500 EXPRESS 2WD PASS,5.3,8,4,2013
,Chevrolet,G2500 EXPRESS 2WD PASS MDPV,4.8,8,6,2013
,Chevrolet,G2500 EXPRESS 2WD PASS MDPV,6,8,6,2013
,Chevrolet,G3500 EXPRESS 2WD PASS MDPV,4.8,8,6,2013
,Chevrolet,G3500 EXPRESS 2WD PASS MDPV,6,8,6,2013
,Chevrolet,H1500 EXPRESS AWD PASS,5.3,8,4,2013
,Ford,E150 WAGON FFV,4.6,8,4,2013
,Ford,E150 WAGON FFV,5.4,8,4,2013
,Ford,E350 WAGON,6.8,10,5,2013
,Ford,E350 WAGON FFV,5.4,8,4,2013
,GMC,G1500 SAVANA 2WD PASS,5.3,8,4,2013
,GMC,G2500 SAVANA 2WD PASS (MDPV),4.8,8,6,2013
,GMC,G2500 SAVANA 2WD PASS (MDPV),6,8,6,2013
,GMC,G3500 SAVANA 2WD PASS (MDPV,4.8,8,6,2013
,GMC,G3500 SAVANA 2WD PASS (MDPV,6,8,6,2013
,GMC,H1500 SAVANA AWD PASS,5.3,8,4,2013
21.9,Cadillac,XTS HEARSE,3.6,6,6,2013
21.9,Cadillac,XTS LIMO,3.6,6,6,2013
,Ford,Transit Connect Van,2,4,4,2013
31.3,Ford,TRANSIT CONNECT WAGON FWD,2,4,4,2013
,Lincoln,MKT LIVERY FWD,2,4,6,2013
,The Vehicle Production Group LLC,MV-1,4.6,8,4,2013
,Lincoln,MKT LIVERY AWD,3.7,6,6,2013
,Chrysler,Town & Country,3.6,6,6,2013
,Dodge,Grand Caravan,3.6,6,6,2013
,Dodge,Grand Caravan,3.6,6,6,2013
27.7,Honda,ODYSSEY 2WD,3.5,6,5,2013
29.2,Honda,ODYSSEY 2WD,3.5,6,6,2013
,MAZDA,MAZDA 5,2.5,4,5,2013
,MAZDA,MAZDA 5,2.5,4,6,2013
,NISSAN,QUEST,3.5,6,1,2013
,RAM,C/V,3.6,6,6,2013
,TOYOTA,SIENNA,2.7,4,6,2013
,TOYOTA,SIENNA,3.5,6,6,2013
,Volkswagen,Routan,3.6,6,6,2013
,TOYOTA,SIENNA AWD,3.5,6,6,2013
,Acura,RDX 2WD,3.5,6,6,2013
40.4,Buick,ENCORE,1.4,4,6,2013
34.3,Chevrolet,CAPTIVA FWD,2.4,4,6,2013
25.1,Chevrolet,CAPTIVA FWD,3,6,6,2013
34.3,Chevrolet,EQUINOX FWD,2.4,4,6,2013
34.3,Chevrolet,EQUINOX FWD,2.4,4,6,2013
28.4,Chevrolet,EQUINOX FWD,3.6,6,6,2013
28.3,Chevrolet,EQUINOX FWD,3.6,6,6,2013
,Dodge,Journey FWD,2.4,4,4,2013
,Dodge,Journey FWD,3.6,6,6,2013
,Ford,EDGE FWD,2,4,6,2013
,Ford,EDGE FWD,3.5,6,6,2013
,Ford,EDGE FWD,3.7,6,6,2013
34.9,Ford,ESCAPE FWD,1.6,4,6,2013
32.6,Ford,ESCAPE FWD,2,4,6,2013
33.2,Ford,ESCAPE FWD,2.5,4,6,2013
34.3,GMC,TERRAIN FWD,2.4,4,6,2013
34.3,GMC,TERRAIN FWD,2.4,4,6,2013
28.4,GMC,TERRAIN FWD,3.6,6,6,2013
28.3,GMC,TERRAIN FWD,3.6,6,6,2013
33.3,Honda,CROSSTOUR 2WD,2.4,4,5,2013
30.7,Honda,CROSSTOUR 2WD,3.5,6,6,2013
34.4,Honda,CR-V 2WD,2.4,4,5,2013
26.9,Honda,PILOT 2WD,3.5,6,5,2013
,HYUNDAI MOTOR COMPANY,SANTA FE 2WD,3.3,6,6,2013
,HYUNDAI MOTOR COMPANY,Santa Fe Sport 2WD,2,4,6,2013
,HYUNDAI MOTOR COMPANY,Santa Fe Sport 2WD,2.4,4,6,2013
,HYUNDAI MOTOR COMPANY,TUCSON 2WD,2,4,6,2013
,HYUNDAI MOTOR COMPANY,TUCSON 2WD,2,4,5,2013
,HYUNDAI MOTOR COMPANY,TUCSON 2WD,2.4,4,6,2013
,HYUNDAI MOTOR COMPANY,TUCSON 2WD,2.4,4,6,2013
,INFINITI,FX37 RWD,3.7,6,7,2013
,INFINITI,JX35 FWD,3.5,6,6,2013
,Jeep,Compass 2WD,2,4,1,2013
,Jeep,Compass 2WD,2,4,5,2013
,Jeep,Compass 2WD,2.4,4,1,2013
,Jeep,Compass 2WD,2.4,4,5,2013
,Jeep,Patriot 2WD,2,4,1,2013
,Jeep,Patriot 2WD,2,4,5,2013
,Jeep,Patriot 2WD,2.4,4,1,2013
,Jeep,Patriot 2WD,2.4,4,5,2013
,KIA MOTORS CORPORATION,SORENTO 2WD,2.4,4,6,2013
,KIA MOTORS CORPORATION,SORENTO 2WD,2.4,4,6,2013
,KIA MOTORS CORPORATION,SORENTO 2WD,2.4,4,6,2013
,KIA MOTORS CORPORATION,SORENTO 2WD,3.5,6,6,2013
,KIA MOTORS CORPORATION,SPORTAGE 2WD,2,4,6,2013
,KIA MOTORS CORPORATION,SPORTAGE 2WD,2.4,4,6,2013
,KIA MOTORS CORPORATION,SPORTAGE 2WD,2.4,4,6,2013
,LEXUS,RX 350,3.5,6,6,2013
,LEXUS,RX 450h,3.5,6,6,2013
,Lincoln,MKT FWD,3.7,6,6,2013
,Lincoln,MKX FWD,3.7,6,6,2013
,MAZDA,CX-5 2WD,2,4,6,2013
,MAZDA,CX-5 2WD,2,4,6,2013
,MAZDA,CX-9 2WD,3.7,6,6,2013
28.7,Mercedes-Benz,GLK 350,3.5,6,7,2013
28.1,Mercedes-Benz,GLK 350,3.5,6,7,2013
32.9,Mitsubishi Motors Corporation,OUTLANDER 2WD,2.4,4,6,2013
28.6,Mitsubishi Motors Corporation,OUTLANDER 2WD,3,6,6,2013
35.8,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,2,4,6,2013
34.6,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,2,4,5,2013
,NISSAN,MURANO FWD,3.5,6,1,2013
,NISSAN,PATHFINDER 2WD,3.5,6,1,2013
,NISSAN,ROGUE FWD,2.5,4,1,2013
,NISSAN,XTERRA 2WD,4,6,5,2013
,Suzuki,GRAND VITARA,2.4,4,4,2013
,Suzuki,GRAND VITARA,2.4,4,5,2013
,TOYOTA,FJ CRUISER 2WD,4,6,5,2013
,TOYOTA,HIGHLANDER 2WD,2.7,4,6,2013
,TOYOTA,HIGHLANDER 2WD,3.5,6,5,2013
,TOYOTA,RAV4,2.5,4,6,2013
,TOYOTA,VENZA,2.7,4,6,2013
,TOYOTA,VENZA,3.5,6,6,2013
29.9,Volkswagen,TIGUAN,2,4,6,2013
26.4,Volkswagen,TIGUAN,2,4,6,2013
27.5,"Volvo Cars of North America, LLC",XC60 FWD,3.2,6,6,2013
27.5,"Volvo Cars of North America, LLC",XC70 FWD,3.2,6,6,2013
23.2,Acura,MDX 4WD,3.7,6,6,2013
,Acura,RDX 4WD,3.5,6,6,2013
24.6,Acura,ZDX 4WD,3.7,6,6,2013
28.8,Audi,Q5,2,4,8,2013
29.6,Audi,Q5,2,4,8,2013
27.2,Audi,Q5,3,6,8,2013
34,Audi,Q5 Hybrid,2,4,8,2013
31.7,BMW,X3 xDrive28i,2,4,8,2013
,BMW,X3 xDrive35i,3,6,8,2013
,Buick,ENCORE AWD,1.4,4,6,2013
24,Chevrolet,CAPTIVA AWD,3,6,6,2013
,Chevrolet,EQUINOX AWD,2.4,4,6,2013
,Chevrolet,EQUINOX AWD,2.4,4,6,2013
24.3,Chevrolet,EQUINOX AWD,3.6,6,6,2013
24.3,Chevrolet,EQUINOX AWD,3.6,6,6,2013
,Dodge,Journey AWD,3.6,6,6,2013
,Ford,EDGE AWD,3.5,6,6,2013
,Ford,EDGE AWD,3.5,6,6,2013
,Ford,EDGE AWD,3.7,6,6,2013
,Ford,ESCAPE AWD,1.6,4,6,2013
,Ford,ESCAPE AWD,2,4,6,2013
,GMC,TERRAIN AWD,2.4,4,6,2013
,GMC,TERRAIN AWD,2.4,4,6,2013
24.3,GMC,TERRAIN AWD,3.6,6,6,2013
24.3,GMC,TERRAIN AWD,3.6,6,6,2013
28.9,Honda,CROSSTOUR 4WD,3.5,6,6,2013
33.2,Honda,CR-V 4WD,2.4,4,5,2013
,HYUNDAI MOTOR COMPANY,SANTA FE 4WD,3.3,6,6,2013
,HYUNDAI MOTOR COMPANY,Santa Fe Sport 4WD,2,4,6,2013
,HYUNDAI MOTOR COMPANY,Santa Fe Sport 4WD,2.4,4,6,2013
,HYUNDAI MOTOR COMPANY,TUCSON 4WD,2.4,4,6,2013
,HYUNDAI MOTOR COMPANY,TUCSON 4WD,2.4,4,6,2013
,INFINITI,FX37 AWD,3.7,6,7,2013
,INFINITI,FX50 AWD,5,8,7,2013
,INFINITI,JX35 AWD,3.5,6,6,2013
,Jeep,Compass 4WD,2.4,4,1,2013
,Jeep,Compass 4WD,2.4,4,1,2013
,Jeep,Compass 4WD,2.4,4,5,2013
,Jeep,Patriot 4WD,2.4,4,1,2013
,Jeep,Patriot 4WD,2.4,4,1,2013
,Jeep,Patriot 4WD,2.4,4,5,2013
,Jeep,Wrangler 4WD,3.6,6,5,2013
,Jeep,Wrangler 4WD,3.6,6,6,2013
,Jeep,Wrangler Unlimited 4WD,3.6,6,5,2013
,Jeep,Wrangler Unlimited 4WD,3.6,6,6,2013
,KIA MOTORS CORPORATION,SORENTO 4WD,2.4,4,6,2013
,KIA MOTORS CORPORATION,SORENTO 4WD,2.4,4,6,2013
,KIA MOTORS CORPORATION,SORENTO 4WD,3.5,6,6,2013
,KIA MOTORS CORPORATION,SPORTAGE 4WD,2,4,6,2013
,KIA MOTORS CORPORATION,SPORTAGE 4WD,2.4,4,6,2013
,KIA MOTORS CORPORATION,SPORTAGE 4WD,2.4,4,6,2013
,Land Rover,LR2,2,4,6,2013
,Land Rover,Range Rover Evoque,2,4,6,2013
,LEXUS,RX 350 AWD,3.5,6,6,2013
,LEXUS,RX 350 AWD,3.5,6,8,2013
,LEXUS,RX 450h AWD,3.5,6,6,2013
,Lincoln,MKT AWD,3.5,6,6,2013
,Lincoln,MKX AWD,3.7,6,6,2013
,MAZDA,CX-5 4WD,2,4,6,2013
,MAZDA,CX-9 4WD,3.7,6,6,2013
37.1,Mercedes-Benz,GLK 250 BLUETEC 4MATIC,2.1,4,7,2013
27.8,Mercedes-Benz,GLK 350 4MATIC,3.5,6,7,2013
27.7,Mercedes-Benz,GLK 350 4MATIC,3.5,6,7,2013
31.6,Mitsubishi Motors Corporation,OUTLANDER 4WD,2.4,4,6,2013
27.4,Mitsubishi Motors Corporation,OUTLANDER 4WD,3,6,6,2013
34.4,Mitsubishi Motors Corporation,OUTLANDER SPORT 4WD,2,4,6,2013
,NISSAN,MURANO AWD,3.5,6,1,2013
,NISSAN,MURANO CrossCabriolet,3.5,6,1,2013
,NISSAN,PATHFINDER 4WD,3.5,6,1,2013
,NISSAN,ROGUE AWD,2.5,4,1,2013
,NISSAN,XTERRA 4WD,4,6,5,2013
,NISSAN,XTERRA 4WD,4,6,6,2013
30.3,Subaru,FORESTER AWD,2.5,4,4,2013
27.2,Subaru,FORESTER AWD,2.5,4,4,2013
30.5,Subaru,FORESTER AWD,2.5,4,5,2013
34.7,Subaru,OUTBACK AWD,2.5,4,1,2013
31.3,Subaru,OUTBACK AWD,2.5,4,6,2013
26.2,Subaru,OUTBACK AWD,3.6,6,5,2013
23.4,Subaru,TRIBECA AWD,3.6,6,5,2013
37.2,Subaru,XV CROSSTREK AWD,2,4,1,2013
33.9,Subaru,XV CROSSTREK AWD,2,4,5,2013
,Suzuki,GRAND VITARA 4WD,2.4,4,4,2013
,TOYOTA,FJ CRUISER 4WD,4,6,5,2013
,TOYOTA,FJ CRUISER 4WD,4,6,6,2013
,TOYOTA,HIGHLANDER 4WD,3.5,6,5,2013
,TOYOTA,RAV4 AWD,2.5,4,6,2013
,TOYOTA,RAV4 Limited AWD,2.5,4,6,2013
,TOYOTA,VENZA AWD,2.7,4,6,2013
,TOYOTA,VENZA AWD,3.5,6,6,2013
29.6,Volkswagen,TIGUAN 4MOTION,2,4,6,2013
25.6,"Volvo Cars of North America, LLC",XC60 AWD,3,6,6,2013
26,"Volvo Cars of North America, LLC",XC60 AWD,3.2,6,6,2013
25.6,"Volvo Cars of North America, LLC",XC70 AWD,3,6,6,2013
26.6,"Volvo Cars of North America, LLC",XC70 AWD,3.2,6,6,2013
,Buick,ENCLAVE FWD,3.6,6,6,2013
,Cadillac,ESCALADE 2WD,6.2,8,6,2013
,Cadillac,ESCALADE 2WD HYBRID,6,8,1,2013
,Cadillac,ESCALADE ESV 2WD,6.2,8,6,2013
25.1,Cadillac,SRX 2WD,3.6,6,6,2013
,Chevrolet,C1500 AVALANCHE 2WD,5.3,8,6,2013
,Chevrolet,C1500 SUBURBAN 2WD,5.3,8,6,2013
,Chevrolet,C1500 TAHOE 2WD,5.3,8,6,2013
,Chevrolet,C1500 TAHOE 2WD HYBRID,6,8,1,2013
,Chevrolet,C2500 SUBURBAN 2WD,6,8,6,2013
,Chevrolet,TRAVERSE FWD,3.6,6,6,2013
,Dodge,Durango 2WD,3.6,6,5,2013
,Dodge,Durango 2WD,5.7,8,6,2013
,Ford,EXPEDITION 2WD FFV,5.4,8,6,2013
,Ford,EXPLORER FFV 2WD,3.5,6,6,2013
,Ford,EXPLORER FWD,2,4,6,2013
,Ford,EXPLORER FWD,3.5,6,6,2013
,Ford,FLEX FWD,3.5,6,6,2013
,GMC,ACADIA FWD,3.6,6,6,2013
,GMC,C1500 YUKON 2WD,5.3,8,6,2013
,GMC,C1500 YUKON 2WD,6.2,8,6,2013
,GMC,C1500 YUKON 2WD HYBRID,6,8,1,2013
,GMC,C1500 YUKON XL 2WD,5.3,8,6,2013
,GMC,C1500 YUKON XL 2WD,6.2,8,6,2013
,GMC,C2500 YUKON XL 2WD,6,8,6,2013
,INFINITI,QX56 2WD,5.6,8,7,2013
,Jeep,Grand Cherokee 2WD,3.6,6,5,2013
,Jeep,Grand Cherokee 2WD,5.7,8,6,2013
,Lincoln,NAVIGATOR 2WD FFV,5.4,8,6,2013
26.3,Mercedes-Benz,ML 350,3.5,6,7,2013
,NISSAN,ARMADA 2WD,5.6,8,5,2013
,NISSAN,ARMADA 2WD,5.6,8,5,2013
,TOYOTA,4RUNNER 2WD,4,6,5,2013
,TOYOTA,SEQUOIA 2WD,5.7,8,6,2013
24,"Volvo Cars of North America, LLC",XC90 FWD,3.2,6,6,2013
22.9,Audi,Q7,3,6,8,2013
,BMW,X5 M,4.4,8,6,2013
,BMW,X5 xDrive35d,3,6,6,2013
,BMW,X5 xDrive35i,3,6,8,2013
,BMW,X5 xDrive50i,4.4,8,8,2013
,BMW,X6 M,4.4,8,6,2013
,BMW,X6 xDrive35i,3,6,8,2013
,BMW,X6 xDrive50i,4.4,8,8,2013
,Buick,ENCLAVE AWD,3.6,6,6,2013
,Cadillac,ESCALADE 4WD HYBRID,6,8,1,2013
,Cadillac,ESCALADE AWD,6.2,8,6,2013
,Cadillac,ESCALADE ESV AWD,6.2,8,6,2013
,Cadillac,ESCALADE EXT AWD,6.2,8,6,2013
,Cadillac,SRX AWD,3.6,6,6,2013
,Chevrolet,K1500 AVALANCHE 4WD,5.3,8,6,2013
,Chevrolet,K1500 SUBURBAN 4WD,5.3,8,6,2013
,Chevrolet,K1500 TAHOE 4WD,5.3,8,6,2013
,Chevrolet,K1500 TAHOE 4WD HYBRID,6,8,1,2013
,Chevrolet,K2500 SUBURBAN 4WD,6,8,6,2013
,Chevrolet,TRAVERSE AWD,3.6,6,6,2013
,Dodge,Durango 4WD,3.6,6,5,2013
,Dodge,Durango 4WD,5.7,8,6,2013
,Ford,EXPEDITION 4WD FFV,5.4,8,6,2013
,Ford,EXPLORER AWD,3.5,6,6,2013
,Ford,EXPLORER FFV AWD,3.5,6,6,2013
,Ford,FLEX AWD,3.5,6,6,2013
,Ford,FLEX AWD,3.5,6,6,2013
,GMC,ACADIA AWD,3.6,6,6,2013
,GMC,K1500 YUKON 4WD,5.3,8,6,2013
,GMC,K1500 YUKON 4WD HYBRID,6,8,1,2013
,GMC,K1500 YUKON DENALI AWD,6.2,8,6,2013
,GMC,K1500 YUKON DENALI HYBRID 4WD,6,8,1,2013
,GMC,K1500 YUKON XL 4WD,5.3,8,6,2013
,GMC,K1500 YUKON XL AWD,6.2,8,6,2013
,GMC,K2500 YUKON XL 4WD,6,8,6,2013
26,Honda,PILOT 4WD,3.5,6,5,2013
,INFINITI,QX56 4WD,5.6,8,7,2013
,Jeep,Grand Cherokee 4WD,3.6,6,5,2013
,Jeep,Grand Cherokee 4WD,5.7,8,6,2013
,Jeep,Grand Cherokee SRT8,6.4,8,5,2013
,Land Rover,LR4,5,8,6,2013
,Land Rover,Range Rover,5,8,8,2013
,Land Rover,Range Rover,5,8,8,2013
,Land Rover,Range Rover Sport,5,8,6,2013
,Land Rover,Range Rover Sport,5,8,6,2013
,LEXUS,GX 460,4.6,8,6,2013
,LEXUS,LX 570,5.7,8,6,2013
,Lincoln,NAVIGATOR 4WD FFV,5.4,8,6,2013
16.7,Mercedes-Benz,G 550,5.5,8,7,2013
,Mercedes-Benz,G 63 AMG,5.5,8,7,2013
28.6,Mercedes-Benz,GL 350 BLUETEC 4MATIC,3,6,7,2013
,Mercedes-Benz,GL 450 4MATIC,4.7,8,7,2013
,Mercedes-Benz,GL 550 4MATIC,4.7,8,7,2013
,Mercedes-Benz,GL 63 AMG,5.5,8,7,2013
25.9,Mercedes-Benz,ML 350 4MATIC,3.5,6,7,2013
25.9,Mercedes-Benz,ML 350 4MATIC,3.5,6,7,2013
30.2,Mercedes-Benz,ML 350 BLUETEC 4MATIC,3,6,7,2013
,Mercedes-Benz,ML 550 4MATIC,4.7,8,7,2013
,Mercedes-Benz,ML 63 AMG,5.5,8,7,2013
23.5,Mercedes-Benz,R 350 4MATIC,3.5,6,7,2013
,NISSAN,ARMADA 4WD,5.6,8,5,2013
,NISSAN,ARMADA 4WD,5.6,8,5,2013
,Porsche,Cayenne,3.6,6,8,2013
,Porsche,Cayenne,3.6,6,6,2013
,Porsche,Cayenne GTS,4.8,8,8,2013
,Porsche,Cayenne S,4.8,8,8,2013
,Porsche,Cayenne S Hybrid,3,6,8,2013
,Porsche,Cayenne Turbo,4.8,8,8,2013
,TOYOTA,4RUNNER 4WD,4,6,5,2013
,TOYOTA,4RUNNER 4WD,4,6,5,2013
,TOYOTA,HIGHLANDER HYBRID 4WD,3.5,6,1,2013
,TOYOTA,LAND CRUISER WAGON 4WD,5.7,8,6,2013
,TOYOTA,SEQUOIA 4WD,5.7,8,6,2013
,TOYOTA,SEQUOIA 4WD FFV,5.7,8,6,2013
25,Volkswagen,TOUAREG,3.6,6,8,2013
28.2,Volkswagen,Touareg Hybrid,3,6,8,2013
23.7,"Volvo Cars of North America, LLC",XC90 AWD,3.2,6,6,2013
,Ford,EXPLORER AWD,3.5,6,6,2013
16.9,Aston Martin Lagonda Ltd,V12 Vantage,5.9,12,6,2012
20.7,Aston Martin Lagonda Ltd,V8 Vantage,4.7,8,6,2012
20.7,Aston Martin Lagonda Ltd,V8 Vantage,4.7,8,7,2012
19.6,Aston Martin Lagonda Ltd,V8 Vantage,4.7,8,6,2012
20.7,Aston Martin Lagonda Ltd,V8 Vantage S,4.7,8,7,2012
19.7,Audi,R8,4.2,8,6,2012
17.1,Audi,R8,4.2,8,6,2012
