OBJECTID,Identifier,Occurrence Date,Day of Week,Occurrence Month,Occurrence Day,Occurrence Year,Occurrence Hour,CompStat Month,CompStat Day,CompStat Year,Offense,Offense Classification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Location 1
977775,33497dcf,12/09/2015 09:00:00 AM,Wednesday,Dec,9,2015,9,12,11,2015,BURGLARY,FELONY,E,6,MANHATTAN,N.Y. POLICE DEPT,983680,205766,"(40.731465013, -74.002058096)"
977776,7885899b,12/09/2015 09:00:00 AM,Wednesday,Dec,9,2015,9,12,9,2015,BURGLARY,FELONY,H,14,MANHATTAN,PORT AUTHORITY,986882,214802,"(40.7562662070001, -73.990501248)"
977777,60fb777,12/09/2015 09:00:00 AM,Wednesday,Dec,9,2015,9,12,10,2015,GRAND LARCENY,FELONY,I,44,BRONX,N.Y. POLICE DEPT,1006823,243052,"(40.8337763590001, -73.918429299)"
977778,26a4989c,12/09/2015 09:10:00 AM,Wednesday,Dec,9,2015,9,12,10,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,I,46,BRONX,N.Y. POLICE DEPT,1007454,248604,"(40.8490133400001, -73.9161298449999)"
977779,aa7bd0cb,12/09/2015 09:20:00 AM,Wednesday,Dec,9,2015,9,12,9,2015,ROBBERY,FELONY,E,41,BRONX,N.Y. POLICE DEPT,1010773,235521,"(40.81309493, -73.904184944)"
977780,ed83bec4,12/09/2015 09:20:00 AM,Wednesday,Dec,9,2015,9,12,9,2015,FELONY ASSAULT,FELONY,B,48,BRONX,N.Y. POLICE DEPT,1013878,251857,"(40.857922634, -73.8928957319999)"
977781,5fa362d4,12/09/2015 09:20:00 AM,Wednesday,Dec,9,2015,9,12,9,2015,FELONY ASSAULT,FELONY,B,48,BRONX,N.Y. POLICE DEPT,1013878,251857,"(40.857922634, -73.8928957319999)"
977782,a966c65a,12/09/2015 09:25:00 AM,Wednesday,Dec,9,2015,9,12,9,2015,BURGLARY,FELONY,F,83,BROOKLYN,N.Y. POLICE DEPT,1004515,193981,"(40.699094818, -73.926917665)"
977783,42685e41,12/09/2015 09:30:00 AM,Wednesday,Dec,9,2015,9,12,9,2015,FELONY ASSAULT,FELONY,J,77,BROOKLYN,N.Y. POLICE DEPT,1004626,184488,"(40.673038455, -73.9265460619999)"
977784,51e15d67,12/09/2015 09:30:00 AM,Wednesday,Dec,9,2015,9,12,9,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,40,BRONX,N.Y. POLICE DEPT,1004039,233396,"(40.807280045, -73.928518321)"
977785,fe5a3909,12/09/2015 09:30:00 AM,Wednesday,Dec,9,2015,9,12,9,2015,BURGLARY,FELONY,J,60,BROOKLYN,N.Y. POLICE DEPT,990824,149705,"(40.577587416, -73.9763360709999)"
977786,166a6f76,12/09/2015 09:45:00 AM,Wednesday,Dec,9,2015,9,12,9,2015,GRAND LARCENY,FELONY,K,43,BRONX,N.Y. POLICE DEPT,1023436,242970,"(40.833493209, -73.858395386)"
977787,198eba97,12/09/2015 10:00:00 AM,Wednesday,Dec,9,2015,10,12,13,2015,GRAND LARCENY,FELONY,C,120,STATEN ISLAND,N.Y. POLICE DEPT,960353,164085,"(40.6170278270001, -74.086077729)"
977788,100128ce,12/09/2015 10:00:00 AM,Wednesday,Dec,9,2015,10,12,9,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,69,BROOKLYN,N.Y. POLICE DEPT,1013787,178002,"(40.655210008, -73.893549142)"
