OBJECTID,Identifier,Occurrence Date,Day of Week,Occurrence Month,Occurrence Day,Occurrence Year,Occurrence Hour,CompStat Month,CompStat Day,CompStat Year,Offense,Offense Classification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Location 1
1105311,e0afb3b5,12/14/2015 03:18:00 PM,Monday,Dec,14,2015,15,12,18,2015,BURGLARY,FELONY,K,24,MANHATTAN,N.Y. POLICE DEPT,992630,230746,"(40.8000247080001, -73.969733966)"
1105312,ef497cfb,12/14/2015 03:20:00 PM,Monday,Dec,14,2015,15,12,16,2015,GRAND LARCENY,FELONY,I,79,BROOKLYN,N.Y. POLICE DEPT,997730,190483,"(40.689506554, -73.951394111)"
1105313,bfa2a474,12/14/2015 03:25:00 PM,Monday,Dec,14,2015,15,12,14,2015,FELONY ASSAULT,FELONY,D,69,BROOKLYN,N.Y. POLICE DEPT,1013533,174724,"(40.6462134590001, -73.8944787949999)"
1105314,d827864,12/14/2015 03:30:00 PM,Monday,Dec,14,2015,15,12,14,2015,BURGLARY,FELONY,D,69,BROOKLYN,N.Y. POLICE DEPT,1013885,174517,"(40.6456441180001, -73.893211258)"
1105355,af0e921,12/14/2015 03:30:00 PM,Monday,Dec,14,2015,15,12,14,2015,BURGLARY,FELONY,F,88,BROOKLYN,N.Y. POLICE DEPT,991919,190893,"(40.6906388520001, -73.9723474419999)"
1105356,6b3a8f8a,12/14/2015 03:30:00 PM,Monday,Dec,14,2015,15,12,15,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,I,40,BRONX,N.Y. HOUSING POLICE,1005514,235740,"(40.813710246, -73.923182807)"
1105357,3b4dc199,12/14/2015 03:45:00 PM,Monday,Dec,14,2015,15,12,15,2015,GRAND LARCENY,FELONY,A,78,BROOKLYN,N.Y. POLICE DEPT,986505,184983,"(40.6744202790001, -73.991872012)"
1105358,b40cd076,12/14/2015 03:45:00 PM,Monday,Dec,14,2015,15,12,14,2015,GRAND LARCENY,FELONY,F,14,MANHATTAN,N.Y. POLICE DEPT,986454,213102,"(40.751600255, -73.992046671)"
1105359,c9484e65,12/14/2015 03:50:00 PM,Monday,Dec,14,2015,15,12,14,2015,GRAND LARCENY,FELONY,E,67,BROOKLYN,N.Y. POLICE DEPT,1005296,177016,"(40.6525279040001, -73.924154038)"
1105360,a660b976,12/14/2015 03:50:00 PM,Monday,Dec,14,2015,15,12,14,2015,GRAND LARCENY,FELONY,E,9,MANHATTAN,N.Y. POLICE DEPT,985882,203685,"(40.725753044, -73.994113442)"
1105361,71fc3d77,12/14/2015 03:53:00 PM,Monday,Dec,14,2015,15,12,14,2015,GRAND LARCENY,FELONY,C,14,MANHATTAN,N.Y. TRANSIT POLICE,987636,212439,"(40.749780113, -73.987780874)"
1105362,46e63e76,12/14/2015 03:55:00 PM,Monday,Dec,14,2015,15,12,14,2015,GRAND LARCENY,FELONY,H,14,MANHATTAN,N.Y. POLICE DEPT,987472,214939,"(40.7566420420001, -73.988371577)"
1105363,c2cc8f16,12/14/2015 04:00:00 PM,Monday,Dec,14,2015,16,12,14,2015,GRAND LARCENY,FELONY,D,101,QUEENS,N.Y. POLICE DEPT,1044122,155673,"(40.593768616, -73.7844191999999)"
1105364,aaf9b3f4,12/14/2015 04:00:00 PM,Monday,Dec,14,2015,16,12,14,2015,ROBBERY,FELONY,A,69,BROOKLYN,N.Y. POLICE DEPT,1009043,174078,"(40.6444540360001, -73.9106610809999)"
1105365,57120b09,12/14/2015 04:00:00 PM,Monday,Dec,14,2015,16,12,14,2015,GRAND LARCENY,FELONY,F,84,BROOKLYN,N.Y. POLICE DEPT,988474,190818,"(40.6904353080001, -73.984769974)"
1105366,f4be3e25,12/14/2015 04:00:00 PM,Monday,Dec,14,2015,16,12,15,2015,GRAND LARCENY,FELONY,B,5,MANHATTAN,N.Y. POLICE DEPT,986057,199524,"(40.7143320640001, -73.9934831849999)"
1105367,920f21ff,12/14/2015 04:00:00 PM,Monday,Dec,14,2015,16,12,15,2015,BURGLARY,FELONY,F,94,BROOKLYN,N.Y. POLICE DEPT,998321,201005,"(40.718386051, -73.949241049)"
1105368,fd605ce4,12/14/2015 04:00:00 PM,Monday,Dec,14,2015,16,12,14,2015,GRAND LARCENY,FELONY,C,18,MANHATTAN,N.Y. POLICE DEPT,991531,217373,"(40.7633203390001, -73.973717904)"
1105369,7c87b2e6,12/14/2015 04:00:00 PM,Monday,Dec,14,2015,16,12,14,2015,ROBBERY,FELONY,G,46,BRONX,N.Y. POLICE DEPT,1011144,251424,"(40.856742932, -73.902780917)"
1105370,1d9e8e64,12/14/2015 04:00:00 PM,Monday,Dec,14,2015,16,12,14,2015,ROBBERY,FELONY,A,47,BRONX,N.Y. POLICE DEPT,1022041,256457,"(40.870517061, -73.863360453)"
1105371,473260c5,12/14/2015 04:20:00 PM,Monday,Dec,14,2015,16,12,14,2015,ROBBERY,FELONY,A,69,BROOKLYN,N.Y. POLICE DEPT,1006615,172374,"(40.6397833870001, -73.9194159039999)"
1105372,f8010b30,12/14/2015 04:25:00 PM,Monday,Dec,14,2015,16,12,14,2015,ROBBERY,FELONY,D,34,MANHATTAN,N.Y. POLICE DEPT,1004367,254628,"(40.8655549870001, -73.927269822)"
1105373,529f8c7e,12/14/2015 04:30:00 PM,Monday,Dec,14,2015,16,12,14,2015,GRAND LARCENY,FELONY,C,123,STATEN ISLAND,N.Y. POLICE DEPT,928019,126329,"(40.5132489800001, -74.202229578)"
1105374,56b0a179,12/14/2015 04:30:00 PM,Monday,Dec,14,2015,16,12,15,2015,BURGLARY,FELONY,G,71,BROOKLYN,N.Y. POLICE DEPT,1002948,182618,"(40.667909427, -73.9326004279999)"
1105416,28c95cd7,12/14/2015 04:30:00 PM,Monday,Dec,14,2015,16,12,14,2015,ROBBERY,FELONY,E,24,MANHATTAN,N.Y. POLICE DEPT,994986,230832,"(40.8002582060001, -73.9612242589999)"
1105417,c895732c,12/14/2015 05:00:00 PM,Monday,Dec,14,2015,17,12,14,2015,FELONY ASSAULT,FELONY,B,113,QUEENS,N.Y. POLICE DEPT,1045005,185958,"(40.676888241, -73.780967114)"
1105418,722a4c8b,12/14/2015 05:00:00 PM,Monday,Dec,14,2015,17,12,15,2015,BURGLARY,FELONY,E,5,MANHATTAN,N.Y. POLICE DEPT,985989,202068,"(40.721314749, -73.9937278199999)"
1105419,9aac79cc,12/14/2015 05:00:00 PM,Monday,Dec,14,2015,17,12,21,2015,GRAND LARCENY,FELONY,I,19,MANHATTAN,N.Y. POLICE DEPT,996888,220597,"(40.772163349, -73.95437371)"
1105420,6497e3d,12/14/2015 05:10:00 PM,Monday,Dec,14,2015,17,12,14,2015,GRAND LARCENY,FELONY,D,112,QUEENS,N.Y. POLICE DEPT,1021974,206302,"(40.7328557770001, -73.8638844879999)"
1105421,ec73cf5c,12/14/2015 05:15:00 PM,Monday,Dec,14,2015,17,12,14,2015,ROBBERY,FELONY,H,81,BROOKLYN,N.Y. TRANSIT POLICE,1003927,186763,"(40.6792843970001, -73.92905931)"
1105422,e4278b02,12/14/2015 05:15:00 PM,Monday,Dec,14,2015,17,12,14,2015,FELONY ASSAULT,FELONY,I,105,QUEENS,N.Y. POLICE DEPT,1058246,199561,"(40.714124376, -73.733081408)"
1105423,f77abeb3,12/14/2015 05:15:00 PM,Monday,Dec,14,2015,17,12,14,2015,BURGLARY,FELONY,D,14,MANHATTAN,N.Y. POLICE DEPT,987220,212676,"(40.7504307680001, -73.989282176)"
1105424,f7022bb7,12/14/2015 05:15:00 PM,Monday,Dec,14,2015,17,12,16,2015,GRAND LARCENY,FELONY,G,17,MANHATTAN,N.Y. POLICE DEPT,993000,216864,"(40.7619219330001, -73.968415651)"
1105425,ca1f49b6,12/14/2015 05:20:00 PM,Monday,Dec,14,2015,17,12,14,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,42,BRONX,N.Y. POLICE DEPT,1009979,241055,"(40.8282865400001, -73.9070321139999)"
1105426,45bd5c46,12/14/2015 05:30:00 PM,Monday,Dec,14,2015,17,12,16,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,103,QUEENS,N.Y. POLICE DEPT,1040904,197433,"(40.7084115800001, -73.7956555059999)"
1105427,8eb89483,12/14/2015 05:30:00 PM,Monday,Dec,14,2015,17,12,14,2015,ROBBERY,FELONY,A,28,MANHATTAN,N.Y. POLICE DEPT,997800,229887,"(40.797660572, -73.951062324)"
1105428,6ecfe38f,12/14/2015 05:35:00 PM,Monday,Dec,14,2015,17,12,14,2015,FELONY ASSAULT,FELONY,I,109,QUEENS,N.Y. POLICE DEPT,1031396,216336,"(40.7603513400001, -73.8298174619999)"
1105429,eb56b441,12/14/2015 06:00:00 PM,Monday,Dec,14,2015,18,12,15,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,72,BROOKLYN,N.Y. POLICE DEPT,988385,180709,"(40.662688421, -73.985097103)"
1105430,39bec283,12/14/2015 06:00:00 PM,Monday,Dec,14,2015,18,12,15,2015,GRAND LARCENY,FELONY,F,73,BROOKLYN,N.Y. POLICE DEPT,1007323,182942,"(40.6687884140001, -73.916828686)"
1105431,ed28b2ec,12/14/2015 06:00:00 PM,Monday,Dec,14,2015,18,12,18,2015,BURGLARY,FELONY,G,6,MANHATTAN,N.Y. POLICE DEPT,983944,208570,"(40.739161316, -74.0011056719999)"
1105432,280e2831,12/14/2015 06:00:00 PM,Monday,Dec,14,2015,18,12,15,2015,GRAND LARCENY,FELONY,C,111,QUEENS,N.Y. POLICE DEPT,1060906,215681,"(40.7583469350001, -73.7233025849999)"
1105433,7c527a83,12/14/2015 06:00:00 PM,Monday,Dec,14,2015,18,12,15,2015,FELONY ASSAULT,FELONY,I,28,MANHATTAN,N.Y. POLICE DEPT,997888,233759,"(40.8082880150001, -73.950736627)"
1105434,1ceabe9b,12/14/2015 06:00:00 PM,Monday,Dec,14,2015,18,12,15,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,40,BRONX,N.Y. POLICE DEPT,1005028,234516,"(40.8103518630001, -73.924942326)"
1105435,7b014875,12/14/2015 06:00:00 PM,Monday,Dec,14,2015,18,12,14,2015,GRAND LARCENY,FELONY,J,45,BRONX,N.Y. POLICE DEPT,1033597,255731,"(40.868467378, -73.821582846)"
1105477,1d6a4e54,12/14/2015 06:18:00 PM,Monday,Dec,14,2015,18,12,16,2015,GRAND LARCENY,FELONY,B,72,BROOKLYN,N.Y. POLICE DEPT,986444,179433,"(40.6591867760001, -73.992093728)"
1105478,54c07b8e,12/14/2015 06:30:00 PM,Monday,Dec,14,2015,18,12,15,2015,BURGLARY,FELONY,D,120,STATEN ISLAND,N.Y. POLICE DEPT,963029,169216,"(40.631118159, -74.076454992)"
1105479,a1981e06,12/14/2015 06:30:00 PM,Monday,Dec,14,2015,18,12,14,2015,GRAND LARCENY,FELONY,I,13,MANHATTAN,N.Y. POLICE DEPT,986109,210622,"(40.744793357, -73.993292546)"
1105480,aeca628b,12/14/2015 06:30:00 PM,Monday,Dec,14,2015,18,12,15,2015,BURGLARY,FELONY,I,40,BRONX,N.Y. POLICE DEPT,1007539,236331,"(40.8153272700001, -73.915865216)"
1105481,339a016d,12/14/2015 06:38:00 PM,Monday,Dec,14,2015,18,12,14,2015,ROBBERY,FELONY,A,102,QUEENS,N.Y. POLICE DEPT,1030953,194101,"(40.699324157, -73.831570888)"
1105482,a08c5b6c,12/14/2015 06:40:00 PM,Monday,Dec,14,2015,18,12,14,2015,FELONY ASSAULT,FELONY,J,71,BROOKLYN,N.Y. POLICE DEPT,1000960,179894,"(40.660436625, -73.9397733549999)"
1105483,9da94576,12/14/2015 06:40:00 PM,Monday,Dec,14,2015,18,12,14,2015,ROBBERY,FELONY,E,75,BROOKLYN,N.Y. POLICE DEPT,1012795,183062,"(40.669101836, -73.897102917)"
1105484,93f7ba13,12/14/2015 06:40:00 PM,Monday,Dec,14,2015,18,12,14,2015,GRAND LARCENY,FELONY,D,105,QUEENS,N.Y. POLICE DEPT,1059554,185033,"(40.67423753, -73.7285256)"
1105485,41e79b56,12/14/2015 06:50:00 PM,Monday,Dec,14,2015,18,12,14,2015,ROBBERY,FELONY,M,46,BRONX,N.Y. POLICE DEPT,1007356,248923,"(40.8498891580001, -73.916482969)"
1105486,1fb32724,12/14/2015 07:00:00 PM,Monday,Dec,14,2015,19,12,22,2015,GRAND LARCENY,FELONY,D,69,BROOKLYN,N.Y. POLICE DEPT,1012422,173576,"(40.6430660510001, -73.898487126)"
1105487,f750090c,12/14/2015 07:00:00 PM,Monday,Dec,14,2015,19,12,14,2015,GRAND LARCENY,FELONY,D,78,BROOKLYN,N.Y. POLICE DEPT,991236,185349,"(40.6754223980001, -73.97481605)"
1105488,7325d4d,12/14/2015 07:00:00 PM,Monday,Dec,14,2015,19,12,16,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,H,94,BROOKLYN,N.Y. POLICE DEPT,995369,201968,"(40.721033457, -73.959888642)"
1105489,c6fc2154,12/14/2015 07:00:00 PM,Monday,Dec,14,2015,19,12,14,2015,ROBBERY,FELONY,B,10,MANHATTAN,N.Y. POLICE DEPT,984736,210927,"(40.7456306870001, -73.998247512)"
1105490,670ece64,12/14/2015 07:00:00 PM,Monday,Dec,14,2015,19,12,15,2015,GRAND LARCENY,FELONY,G,19,MANHATTAN,N.Y. POLICE DEPT,996369,218887,"(40.7674705700001, -73.95625057)"
1105491,997c75ba,12/14/2015 07:00:00 PM,Monday,Dec,14,2015,19,12,17,2015,BURGLARY,FELONY,H,42,BRONX,N.Y. POLICE DEPT,1010968,238733,"(40.8219103760001, -73.903467704)"
1105492,2126831b,12/14/2015 07:00:00 PM,Monday,Dec,14,2015,19,12,16,2015,FELONY ASSAULT,FELONY,E,42,BRONX,N.Y. POLICE DEPT,1013947,242541,"(40.8323527320001, -73.892687553)"
1105493,fccf9f12,12/14/2015 07:00:00 PM,Monday,Dec,14,2015,19,12,15,2015,GRAND LARCENY,FELONY,A,47,BRONX,N.Y. POLICE DEPT,1020617,259666,"(40.879330752, -73.8684917859999)"
1105494,7220a944,12/14/2015 07:20:00 PM,Monday,Dec,14,2015,19,12,14,2015,BURGLARY,FELONY,F,18,MANHATTAN,N.Y. POLICE DEPT,987953,215889,"(40.7592493610001, -73.9866348749999)"
1105495,cd101725,12/14/2015 07:20:00 PM,Monday,Dec,14,2015,19,12,14,2015,GRAND LARCENY,FELONY,C,18,MANHATTAN,N.Y. POLICE DEPT,991531,217373,"(40.7633203390001, -73.973717904)"
1105496,a0103fff,12/14/2015 07:30:00 PM,Monday,Dec,14,2015,19,12,15,2015,BURGLARY,FELONY,F,63,BROOKLYN,N.Y. POLICE DEPT,999261,166782,"(40.624450046, -73.945926255)"
1105497,4525f020,12/14/2015 07:40:00 PM,Monday,Dec,14,2015,19,12,18,2015,GRAND LARCENY,FELONY,J,111,QUEENS,N.Y. POLICE DEPT,1049192,219649,"(40.7693318340001, -73.765547093)"
1105537,5ef65a5,12/14/2015 07:43:00 PM,Monday,Dec,14,2015,19,12,14,2015,ROBBERY,FELONY,B,23,MANHATTAN,N.Y. POLICE DEPT,997908,225716,"(40.786212135, -73.950680737)"
1105538,2f899966,12/14/2015 07:45:00 PM,Monday,Dec,14,2015,19,12,14,2015,GRAND LARCENY,FELONY,I,75,BROOKLYN,N.Y. POLICE DEPT,1021207,185567,"(40.6759463750001, -73.866765791)"
1105539,3da3e9c5,12/14/2015 07:50:00 PM,Monday,Dec,14,2015,19,12,15,2015,GRAND LARCENY,FELONY,G,115,QUEENS,N.Y. POLICE DEPT,1016026,211627,"(40.747494938, -73.885321074)"
1105540,20d6828b,12/14/2015 08:00:00 PM,Monday,Dec,14,2015,20,12,15,2015,BURGLARY,FELONY,F,61,BROOKLYN,N.Y. POLICE DEPT,995641,156952,"(40.5974741090001, -73.958983415)"
1105541,ee428e64,12/14/2015 08:00:00 PM,Monday,Dec,14,2015,20,12,17,2015,BURGLARY,FELONY,G,62,BROOKLYN,N.Y. POLICE DEPT,982146,159220,"(40.603706378, -74.007578473)"
1105542,738ce694,12/14/2015 08:00:00 PM,Monday,Dec,14,2015,20,12,15,2015,GRAND LARCENY,FELONY,F,88,BROOKLYN,N.Y. POLICE DEPT,992630,189844,"(40.6877589430001, -73.9697849189999)"
1105543,755986ff,12/14/2015 08:00:00 PM,Monday,Dec,14,2015,20,12,15,2015,FELONY ASSAULT,FELONY,B,103,QUEENS,N.Y. POLICE DEPT,1042835,197097,"(40.7074767670001, -73.788693511)"
1105544,c7795aef,12/14/2015 08:00:00 PM,Monday,Dec,14,2015,20,12,15,2015,BURGLARY,FELONY,E,103,QUEENS,N.Y. POLICE DEPT,1051375,201261,"(40.7188452500001, -73.7578495499999)"
1105545,28d85fed,12/14/2015 08:00:00 PM,Monday,Dec,14,2015,20,12,18,2015,GRAND LARCENY,FELONY,E,6,MANHATTAN,N.Y. POLICE DEPT,983664,206524,"(40.7335455370001, -74.002115894)"
1105546,37f3dcf7,12/14/2015 08:00:00 PM,Monday,Dec,14,2015,20,12,14,2015,GRAND LARCENY,FELONY,E,114,QUEENS,N.Y. POLICE DEPT,1006001,214684,"(40.7559159680001, -73.921491637)"
1105547,6dba1790,12/14/2015 08:00:00 PM,Monday,Dec,14,2015,20,12,18,2015,GRAND LARCENY,FELONY,D,34,MANHATTAN,N.Y. POLICE DEPT,1007161,255925,"(40.869108048, -73.9171638779999)"
1105548,8e6b757a,12/14/2015 08:10:00 PM,Monday,Dec,14,2015,20,12,14,2015,FELONY ASSAULT,FELONY,G,23,MANHATTAN,N.Y. HOUSING POLICE,1001747,228590,"(40.794093725, -73.936810155)"
1105549,930eaf99,12/14/2015 08:20:00 PM,Monday,Dec,14,2015,20,12,19,2015,FELONY ASSAULT,FELONY,A,41,BRONX,DEPT OF CORRECTIONS,1016268,227533,"(40.7911518670001, -73.884371919)"
1105550,27e68e3e,12/14/2015 08:25:00 PM,Monday,Dec,14,2015,20,12,14,2015,ROBBERY,FELONY,N,114,QUEENS,N.Y. POLICE DEPT,1002932,217744,"(40.764321898, -73.932560625)"
1105551,fd149f04,12/14/2015 08:30:00 PM,Monday,Dec,14,2015,20,12,15,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,E,75,BROOKLYN,N.Y. POLICE DEPT,1012687,184943,"(40.674265104, -73.897484299)"
1105552,cb646eab,12/14/2015 08:30:00 PM,Monday,Dec,14,2015,20,12,17,2015,GRAND LARCENY,FELONY,F,18,MANHATTAN,N.Y. POLICE DEPT,988496,216331,"(40.760462294, -73.984674551)"
1105553,d8bc5f04,12/14/2015 08:30:00 PM,Monday,Dec,14,2015,20,12,17,2015,FELONY ASSAULT,FELONY,C,32,MANHATTAN,N.Y. POLICE DEPT,1001053,236710,"(40.816382236, -73.9392962489999)"
1105554,e96a185b,12/14/2015 08:30:00 PM,Monday,Dec,14,2015,20,12,15,2015,BURGLARY,FELONY,F,40,BRONX,N.Y. POLICE DEPT,1007396,236901,"(40.816892135, -73.9163798659999)"
1105555,6182825e,12/14/2015 08:30:00 PM,Monday,Dec,14,2015,20,12,15,2015,ROBBERY,FELONY,P,46,BRONX,N.Y. POLICE DEPT,1008224,250621,"(40.854547349, -73.913339444)"
1105556,4dad8f1e,12/14/2015 08:40:00 PM,Monday,Dec,14,2015,20,12,15,2015,ROBBERY,FELONY,F,40,BRONX,N.Y. POLICE DEPT,1007503,237021,"(40.8172212210001, -73.915992882)"
1105598,4fd473bf,12/14/2015 08:45:00 PM,Monday,Dec,14,2015,20,12,17,2015,RAPE,FELONY,K,105,QUEENS,N.Y. POLICE DEPT,1057636,203954,"(40.72618713, -73.735233904)"
1105599,92de7bc4,12/14/2015 08:48:00 PM,Monday,Dec,14,2015,20,12,14,2015,GRAND LARCENY,FELONY,A,47,BRONX,N.Y. POLICE DEPT,1022979,260887,"(40.8826719640001, -73.8599433209999)"
1105600,2dd25869,12/14/2015 08:50:00 PM,Monday,Dec,14,2015,20,12,14,2015,FELONY ASSAULT,FELONY,G,84,BROOKLYN,N.Y. POLICE DEPT,988877,189621,"(40.687149617, -73.983317604)"
1105601,f4c6e266,12/14/2015 08:50:00 PM,Monday,Dec,14,2015,20,12,14,2015,GRAND LARCENY,FELONY,E,14,MANHATTAN,N.Y. POLICE DEPT,987920,214226,"(40.7546848630001, -73.986754902)"
1105602,84921e04,12/14/2015 09:00:00 PM,Monday,Dec,14,2015,21,12,15,2015,BURGLARY,FELONY,D,67,BROOKLYN,N.Y. POLICE DEPT,1002779,173143,"(40.641902981, -73.933235656)"
1105603,6380760,12/14/2015 09:00:00 PM,Monday,Dec,14,2015,21,12,15,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,D,75,BROOKLYN,N.Y. POLICE DEPT,1019478,189846,"(40.6876982960001, -73.872976723)"
1105604,d346389,12/14/2015 09:00:00 PM,Monday,Dec,14,2015,21,12,15,2015,GRAND LARCENY,FELONY,C,10,MANHATTAN,N.Y. POLICE DEPT,982973,209590,"(40.7419608770001, -74.004609789)"
1105605,2ad3c58a,12/14/2015 09:00:00 PM,Monday,Dec,14,2015,21,12,15,2015,GRAND LARCENY,FELONY,E,109,QUEENS,N.Y. POLICE DEPT,1031348,215944,"(40.759275658, -73.8299934739999)"
1105606,ac47b724,12/14/2015 09:00:00 PM,Monday,Dec,14,2015,21,12,15,2015,GRAND LARCENY,FELONY,N,109,QUEENS,N.Y. POLICE DEPT,1035489,221853,"(40.775471269, -73.815000851)"
1105607,c280ab8d,12/14/2015 09:30:00 PM,Monday,Dec,14,2015,21,12,14,2015,FELONY ASSAULT,FELONY,I,73,BROOKLYN,N.Y. HOUSING POLICE,1009726,182306,"(40.6670361480001, -73.908168844)"
1105608,7a677070,12/14/2015 09:30:00 PM,Monday,Dec,14,2015,21,12,14,2015,GRAND LARCENY,FELONY,G,84,BROOKLYN,N.Y. TRANSIT POLICE,988089,190305,"(40.689027417, -73.9861585519999)"
1105609,829d9bbe,12/14/2015 09:30:00 PM,Monday,Dec,14,2015,21,12,14,2015,ROBBERY,FELONY,J,108,QUEENS,N.Y. POLICE DEPT,1011922,213658,"(40.7530833110001, -73.9001241409999)"
1105610,711fdce6,12/14/2015 09:35:00 PM,Monday,Dec,14,2015,21,12,14,2015,ROBBERY,FELONY,H,70,BROOKLYN,N.Y. POLICE DEPT,996352,172912,"(40.641280049, -73.9563945579999)"
1105611,f85dc8de,12/14/2015 09:50:00 PM,Monday,Dec,14,2015,21,12,14,2015,BURGLARY,FELONY,G,108,QUEENS,N.Y. POLICE DEPT,1006747,210694,"(40.74496256, -73.918812314)"
1105612,255c833e,12/14/2015 09:50:00 PM,Monday,Dec,14,2015,21,12,14,2015,ROBBERY,FELONY,B,40,BRONX,N.Y. POLICE DEPT,1009466,234744,"(40.810966109, -73.908909503)"
1105613,e4fbe02,12/14/2015 09:55:00 PM,Monday,Dec,14,2015,21,12,14,2015,GRAND LARCENY,FELONY,E,79,BROOKLYN,N.Y. POLICE DEPT,998729,192685,"(40.695548957, -73.9477871)"
1105614,6860f584,12/14/2015 10:00:00 PM,Monday,Dec,14,2015,22,12,15,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,106,QUEENS,N.Y. POLICE DEPT,1037064,183194,"(40.669352637, -73.80961762)"
1105615,3130f50b,12/14/2015 10:00:00 PM,Monday,Dec,14,2015,22,12,15,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,75,BROOKLYN,N.Y. POLICE DEPT,1015444,185735,"(40.6764296800001, -73.887541488)"
1105616,ae6af50c,12/14/2015 10:00:00 PM,Monday,Dec,14,2015,22,12,14,2015,GRAND LARCENY,FELONY,B,83,BROOKLYN,N.Y. POLICE DEPT,1008235,189532,"(40.686874045, -73.9135176899999)"
1105617,aa5376dc,12/14/2015 10:00:00 PM,Monday,Dec,14,2015,22,12,15,2015,GRAND LARCENY,FELONY,H,105,QUEENS,N.Y. POLICE DEPT,1056911,193456,"(40.6973787260001, -73.737962897)"
1105658,3d383c3d,12/14/2015 10:00:00 PM,Monday,Dec,14,2015,22,12,17,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,94,BROOKLYN,N.Y. POLICE DEPT,995742,205424,"(40.7305188610001, -73.95853711)"
1105659,b9c19a9d,12/14/2015 10:00:00 PM,Monday,Dec,14,2015,22,12,16,2015,BURGLARY,FELONY,D,13,MANHATTAN,N.Y. POLICE DEPT,989989,209650,"(40.742123792, -73.9792909299999)"
1105660,e54bf350,12/14/2015 10:00:00 PM,Monday,Dec,14,2015,22,12,15,2015,GRAND LARCENY,FELONY,J,109,QUEENS,N.Y. POLICE DEPT,1032520,218645,"(40.766682874, -73.8257435639999)"
1105661,481bb0c4,12/14/2015 10:00:00 PM,Monday,Dec,14,2015,22,12,20,2015,BURGLARY,FELONY,B,33,MANHATTAN,N.Y. POLICE DEPT,999778,244635,"(40.838136433, -73.9438841749999)"
1105662,ed7dd447,12/14/2015 10:10:00 PM,Monday,Dec,14,2015,22,12,15,2015,ROBBERY,FELONY,B,33,MANHATTAN,N.Y. POLICE DEPT,999156,243353,"(40.834618785, -73.9461348949999)"
1105663,ebd6952c,12/14/2015 10:20:00 PM,Monday,Dec,14,2015,22,12,14,2015,FELONY ASSAULT,FELONY,D,44,BRONX,N.Y. POLICE DEPT,1003888,243601,"(40.83529022, -73.92903391)"
1105664,444002ed,12/14/2015 10:25:00 PM,Monday,Dec,14,2015,22,12,15,2015,ROBBERY,FELONY,B,52,BRONX,N.Y. POLICE DEPT,1010668,253614,"(40.8627552580001, -73.904493002)"
1105665,10a6c94a,12/14/2015 10:30:00 PM,Monday,Dec,14,2015,22,12,15,2015,BURGLARY,FELONY,I,61,BROOKLYN,N.Y. POLICE DEPT,995971,157394,"(40.5986868790001, -73.9577943469999)"
1105666,1e7aac18,12/14/2015 10:43:00 PM,Monday,Dec,14,2015,22,12,15,2015,FELONY ASSAULT,FELONY,I,115,QUEENS,N.Y. POLICE DEPT,1021994,213268,"(40.751975606, -73.863773236)"
1105667,f54366b5,12/14/2015 10:43:00 PM,Monday,Dec,14,2015,22,12,15,2015,FELONY ASSAULT,FELONY,I,115,QUEENS,N.Y. POLICE DEPT,1021994,213268,"(40.751975606, -73.863773236)"
1105668,961a9ebb,12/14/2015 10:50:00 PM,Monday,Dec,14,2015,22,12,14,2015,FELONY ASSAULT,FELONY,C,47,BRONX,N.Y. HOUSING POLICE,1026855,262287,"(40.8864966610001, -73.8459174179999)"
1105669,930adcbc,12/14/2015 10:55:00 PM,Monday,Dec,14,2015,22,12,14,2015,ROBBERY,FELONY,G,83,BROOKLYN,N.Y. POLICE DEPT,1009533,192360,"(40.694632638, -73.9088268249999)"
1105670,34761cd8,12/14/2015 11:00:00 PM,Monday,Dec,14,2015,23,12,15,2015,BURGLARY,FELONY,C,60,BROOKLYN,N.Y. POLICE DEPT,995255,153383,"(40.5876784060001, -73.960379181)"
1105671,55466d68,12/14/2015 11:00:00 PM,Monday,Dec,14,2015,23,12,15,2015,FELONY ASSAULT,FELONY,C,83,BROOKLYN,N.Y. POLICE DEPT,1006477,190438,"(40.689365396, -73.919853594)"
1105672,91af8fb4,12/14/2015 11:00:00 PM,Monday,Dec,14,2015,23,12,15,2015,FELONY ASSAULT,FELONY,B,102,QUEENS,N.Y. POLICE DEPT,1031474,192017,"(40.6936013060001, -73.829706559)"
1105673,e0eea741,12/14/2015 11:00:00 PM,Monday,Dec,14,2015,23,12,15,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,111,QUEENS,N.Y. POLICE DEPT,1047281,223454,"(40.7797893600001, -73.7724104869999)"
